,Unnamed: 0,saudi-line
56,56,هاللقطه بتنعاد في راسي طوال اسبوع وانت الصادق بتنعاد طوال الموسم ولن ننساها الا بعد التاكد من تحقيق الدوري هاللقطه مراح انسها الا بعد ماناخذ الدوري يمكن يهدا قلبي بس شكلها مافي بعد اللي شفناه طوال هالسنوات الكلمه مضروبه عنده يعني لازم لما اهلك يعطونك هديه لازم يقولون لك مع انك ما تستاهل بس يالله يعني ضروري الاهانه اذا احد ناداني وقلت نعم يقولون طيب ليه معصب يعني لازم اقول فديت الخفوق اللي دعاني وجيته لازم شعبنا يفهم انه التطور مب يعني تحليل الحرام خلهم شوي يفكرو يعني اذا سويت شي وحسيته غلط واحد انتقدني لازم اهتم مب كل كلام يقولونه الناس ياثر بشكل سلبي احيانا يخليني انتبه لجوانب لازم تتحسن
57,57,يمكن مايبون يعرسون طيب لازم تكبرون الموضوع مسوين بتحلون قضيتهم يعني وش الفايده منهم هم يعني لازم المواطن يراقب بدل موظف البلديه الي جالس يعني في هذا البلد الشي مايجي الا لين اصوره وانشره ياحفره يامشكله يعني لازم نصير عيال عشان يصير اللي نبي عالدراسه
58,58,باقي اسبوعين عالدراسه خليكم مستعدين رجعولنا رمضان وعيدوا الاجازه لو سمحتوا استقبلني في المطار جاي لحالك يوم ايش جاي مدري بس كذا عالدراسه اليوم اللي بتوصل فيه كلمني صدق والله مايحتاج ولد عمي بيستقبلني انا فاضي اذا هذا كلمتك متحمس للطايف مرا كم باقي عالدراسه مابقي شي عالدراسه احس اني متحمسه مره لحياتي الجديده
59,59,ليش التنكيد انتي خير قاعده اعبر عن حماسي بدون ذكر المدرسه لوسمحتي كنت اقصد جامعه مو مدرسه سامحوني احس يستهينون فينا وبقراراتهم من قرراتهم بينتج جيل فاشل ولا اي دعم او مقوم يساعد عالدراسه شي يغبن ماتوقع بيطلع جيل نابع بالحياه اصلا اذا هذي مدارسنا مع الاسف
60,60,تعب الكلام من الكلام وابي سالفه اني اكرهك وابي لك الشر ابد مو نظامي انا يا احبك يا مادري عنك اذا خويي كان يحش بدكتور وابي اقوله انه وراه وربي منجد الي جاي واضح انه ساحب عليك وقاعد تتحرش بدل ما تتكلم عن الي ورطوه بالمحاكم جاي تتفلسف انتي عمري الي راح وعمري الي جاي مرا مشتاقه لش مرا مو قادره متي بتنزلين
61,61,هذي البدايه والله يستر من الي جاي وودي فذا ووين ذا الي اقدر الطفل هادا جاني للمحل بفلوس الراس من كثر الهواجس ضرب شوط امشي بتالي الليل كني امتعاطي من شافني يقول ماهو بـ مضبوط جاني خبر نسيت معه انضباطي جاني احلي خبر جاني وسمعته اليوم جعلني قدامش وجعل افراحش دايمه جاني بعد يومين من الطفاقه طاحت تنحاش من المطر وتغطست فيه جاني خبر موته كنه حلم قصت ظفايرها ودريت البارحه جاني خبر بقول اكيد اني اتخيل انه طلع معي وان جاني خبر وفاته وم صدقت
62,62,وعندي فيه مشكله مو مشكله لا راح لي شـي ابيه المشكله لا صرت مدري ويـش ابي فيه ناس يجون علي اساس بيحلون المشكله وفي الاخير ما يروحون الا وهم مسوين مشكله ثانيه مانزل جدولي هل فيه مشكله ولازم اروح للشؤون مثل البلديه يدفنون الحفره تصير مطب يعني لو وحده دحين مره وتكلمت معاهم انو
63,63,احلي شيء بصداقه البنات انو البنت تقدر تقول لصاحبتها اخوك يجنن لكن الولد ما يقدر يقول لصاحبه اختك تجنن اخيرا انتصرنا ومارضيو بلغوهم كمان ينتبهو لايام المعرض لاني رحت وقالولي موعد المعرض ثلوث ومارضيو يعطوني واضح ان الوضع شمنجاحبش فعلا حتي انا اجتزت سنه ومارضيو يقبلو تقديمي الان في اي وظائف تنزل ظلم صراحه انااجتزت في اختبار قياس الاول وللاسف هذي السنه مارضيو يقبلو تسجلي قالو غير متاح اذا بتعيدين واحد لازم الثاني يعاد انا العام عدت بس واحد يعني ماراح تحسب لي الدرجه البيت كله نايم حاولت اصحي اخواتي يشاركوني فرحتي ومارضيو يصحون
64,64,ياعمي قلنا لهم كيف يقفلوها ومارضيو عباره عن الشي المزعج دا يسوقوها ولو اني يلفون ويدورون وموب مو بس مو بس ايش تنصحوني اسوي لحد ماسكه اعصابي من امس وانا ماسكه اعصابي ترا للحين انا ماسكه اعصابي بكلمو اي شي تبغيه احنا نكلمو واحنا تاني اني اخذ اي احد يقدر ممكن اذا احد يعرف دا واذا احد حصله ومافي شي شي انو هوا
65,65,بيكون بيتاخر جاني علي طول انا ابي كذا اللي عنده يسويها عبيت بس ماتقصرون قد ماتقدرون انرفض ونص ماعندي مرا مو مشكله او بس بياخذ علي حسب مزاج عن ذا الموضوع فا ياريت يعطني وياه اروحه والي المفروض اخر العنقود املط اها بس ابخص ابخص ابك انت علك ابو اربع عيون ابو جلمبو ابو ريحه ابو فروه ابو كلب ابوش علي امش ابوعر
66,66,ابوك للجنه ابي اروح المدرسه ابغي اترنو حسبته صادق اترنو كذاب اتعيا به اتوطي ببطنك افتـح اثمك صك اثمك لاتاكل واثمك مفتوح ثاني مره ابشر يبـه والله ماعاد اتعودها شوف هدا اثول اثول مانا مسافرين اجادي اجادي اجغف يجغف اجودي وش بتس يابعدي اوجس حروره وحوقيهن وحده بوحده
67,67,احوقه اخذني موتك رح اخمد ريح ملائكتك صجيتنا اخمد الحين وراك تبترم هيا ي واد اهدي لا ادبغك ادبغك اي ادري ادري اديلو اديلو العصير حقو ياواد ياواد ابو الهش موراضي يرد علي الجوال شكلو راح يعطيني جنط اليم صحيت مروقه ومتفائله ومتطمنه نفسيا قمت من السرير جاني خبر يسد النفس وبكاني تسجيل دخول كنت والله بسحبها شهر واصلا ححذفت بس جاني خبر فرحني وطلعني من الي انا فيه وادري محد فقدني بعد
68,68,الحين اقد اقول عنه صباح خيرر ارحبي هلحين البنات الي مسميه حاله يارجل الي يجلطك انه مسميه روحه وكذب لاوحتي الصوره الي سرقتها لاومدلعه روحه وهي تشبه فتون لاوكاتبه الخاص به تسف يرمي ضروسك
