,start_time,end_time,Egyptian_Text
186,640.908,656.86,والناس كانوا وقتها بينتظروا الجلسات دي لكن مع الوقت للاسف اه اصبح الشاعر منعدما بل هذا الوقت اصبح اه اتشار الاغاني والموسيقي هي التي اصبحت تجذب الناس
187,658.28,663.25,والشعر اختفي واصبح موجود بنسبه قليله جدا جدا
188,667.909,682.96,ايضا اه خليني اقلك حاجه مهمه اني دلوقتي للاسف حتي اشهار اللي الموجود يعني انا ما اسمهوش شعر لاني لا يعتمد لا وزن ولا قافيه هي مجرد خواطر
189,703.308,714.879,اه مجرد خواطر اه كلمات متناغمه اعطت شكل موسيقي فا يطلق عليها الشخص انها شعر هذا لا يموت
190,715.64,717.699,لج لا للشعر باي صله
191,747.798,768.13,اه جميل جدا اه سؤالك مهم اني الفرق زي ما قلتي ما بين الفن والفنان الفرق بسيط جدا يا كاد يكون منعدم زي ما قلنا انه الفن هو لغه الانسان بيستخدمها علي شان يقدر يعبر عن احتياجات وعن اه صراعاتوا التي بداخله
192,770.089,786.88,اه ايضا الفن ضرور ضروري جدا في حيات الانسان يعني مثلا لما تلاقي طفلك الصغير انه هو يستطيع من هو في عمر اربع سنين يمسك القلم ويرسم باباه ومامته اكيد بتلاحظي ده
193,792.77,810.61,اه هذا هو الفن والفنان معا انه هو قدر يترجم صراعاته ومشاعره اه من خلال الرسمه الي هو رسمها صح طبعا كلنا عارفين انه الفن موهبه ربنا خلقها بدرجات متفوته
194,864.11,883.42,مضبوط جدا كلامك اه زي ما قلتي انه هو موهبه موجوده فينا من صغرنا يعني ولو يعني بناشد كل اسره انه هي تدور علي اه النقطه دي فاطفالهم انه هم صغيرين ينمو الموهبه العندهم فالفن
195,952.339,960.788,للاسف اه كلامك صح ومش مهتمين بال الحس الفني اه لا بالاطفال عندنا
196,961.398,976.959,اه برضه اه قبل ما اتكلم معاك عن تعريف الفنان اه علي شان ذكرت الموسيقي الموسيقا هي من اجمل الفنون اه و اللي بحسها انها ايضا تعبر عن عاطفه الانسان
197,977.689,996.129,يعني بتلاحظي لما الانسان اللي هو اه يعزف علي اي نوع من الالات الموسيقيه اه لو هو مثلا حزين من جواه او سعيد بتجدين ان هو بيعبر اه في الموسيقي من خلال مشاعره و العاطفه اللي بداخله
198,1005.379,1030.389,الموسيقي فعلا ليها دور كبير جدا في التاثير علي مشاعر الانسان يعني حتي لو انت قاعده في حالك و بتسمعي اه موسيقا او لحن او اغنيه ما و اللحن حزين اه بتجدين نفسك بتتفاعلي معاه و فعلا بتحزني او بتفتكري شيء اه يخليكي او شيء يعني حصل لك اه
199,1031.209,1038.549,محزن فبالتالي هذا نوع من الفن اه بتتفاعلي معاه بشكل ايضا اه سريع و ملحوظ
200,1071.318,1080.818,جميل جدا زي ما قلتلك ان الفن و الفنان اه بيجتمعوا في ال الفن اللي بنقدموا في الاخر بمعني
201,1081.22,1087.839,اني زي ما قلت لك الطفل اللي بيرسم هو فن بيرسم فن و هو في الذات يعني بحد ذاته فنان
202,1088.479,1100.828,فالفنان هو ذو الافكار الغريبه اللي افكاره دائما بتكون بعيده عن التقليد فالفنان غالبا بيكون سابق لعصره و لسنه ايضا اووه
203,1101.798,1116.368,اه ما بيعتبرش نفسه زي بقيه الناس و هو دائما بيكون اكثرهم خيالا و عنده احساس و عاطفه و بيستطيع و يقدر انه يحول العالم من العالم المعقول الي العالم اللا معقوول
204,1148.779,1149.999,اه ده حقيقي
205,1150.46,1163.048,و فن الرسم من الفنون المهمه جدا و بقي مصدر دخل لناس كثيره جدا و كمان بيجي في المركز الثالث من الفنون السبعه اللي اه وضعها بعض الفلاسفه
206,1163.869,1173.848,اه كذا احنا بنكون تكلمنا عن الفنون بشكل مختصر و اتكلمنا ان هي اه بتحرك العاطفه و المشاعر لدي الانسان
207,1192.548,1.12,سلام الو السلام عليكم
208,4.309,6.309,الحمد لله بخير ازيك يا يوسف عامل ايه
209,9.289,11.109,الحمد لله وصحتك عامله ايه طمني عنه
210,15.319,17.229,والله بجد كنت بتعمل ايه في النادي
211,25.879,27.459,تمام صح كده عندك حق
212,27.92,30.639,طيب ب بتحب تلعب اي اكثر حاجه في ال الرياضه
213,40.04,51.009,طيب كويس طيب اه طيب مش بتحب مثلا اه الجري مثلا او كره تي الطائره او التنس او فوت بول الحاجات دي السله او اي حاجه من دول
214,69.98,72.16,تمام انت بس بتحب كره القدم صح
215,79.97,85.54,طيب تمام طيب اه م اه بتحب ركوب الخيل طيب انا بسمع لان ركوب الخيل ده صعب اصلا
216,103.58,104.949,هو عموما ن اه انت
217,105.529,113.05,علي حسب نوع الخيل يعني في انواع من الخيل بتبقي صعب انك انت مثلا تروضه علي شان تركبه وكدا او تمره عموما يعني
218,124.04,129.94,طيب تمام طيب واي ثاني بتحب مثلا مين في الرياضه بتاعه الكره بتاعه كره القدم
219,139.13,143.77,طيب بتحب حاجه دي مثلا ريال مدريد او اه حد من الانكليزي او حد من كدا
220,151.55,154.57,طيب حلو عارف كرستيانو في فريق ايه
221,159.289,165.428,حلو متابع طيب و واه وميسي في في في فريق ايه
222,171.44,173.619,طيب ب بتحب ايه ثاني في الرياضه
223,174.889,178.27,فصحيح انت من ايمتا بتلعب رياضه يعني م بدات ايمتا
224,182.779,183.58,طيب كويس
225,185.149,187.66,العقل السليم في الجسم السليم صح
226,194.0,202.029,حلو انا برضه كتا بستغرب الناس مثلا رئ الاجانب او عموما او اه او مثلا الناس في في دول اوربا عموما
227,202.429,209.77,اه بت اي لما بت بتعدي السن بيهم ومع ذالك بتحسي ان هم لسا صغيرين يعني مثلا تلاقي حد عمره ستين سنه
228,210.5,217.869,وبيجري عادي وبيصحي الصبح عادي ي يعمل شوط جري مثلا ساعه او ساعتين وي وعايش حياته انما نحن عندنا
229,218.389,222.85,حد مكمل عشرين سنه تحسي كذا ان مفاصله ما عادتشي قادره خلاص يعني
230,249.919,250.809,بالضبط كدا
231,252.529,255.94,طيب عموما الرياضه مفيده للجسم طبعا صح
232,261.528,277.63,طيب انا سمعت معلومه قبل كدا بتقول ان الرياضه عموما مش بتخلي جسمك اه او شكلك يبان عليه الجسم يعني مثلا تلاقي مثلا حد علي شان مهتم بنفسه ومهتم بجسمه ومهتم بالرياضه واكله مثلا عنده مثلا خمسين سنه تشوفه مثلا تقول ثلاثين سنه
233,281.66,282.22,ايوه
234,307.1,309.7,ها حاجه كويسه جدا بصراحه الرياضه عموما
235,311.119,331.299,يعني انا اخويه تربيه رياضيه كان دائما بيكلمنا عن الرياضه وان اهم حاجه انك مثلا وزنك ما يثخنشي وفي نفيس الوقت مش تكون رفيقه قوي واللا ثخينه قوي اللي هو تكوني كويسه علي شان ما ما لما بتثخني بتتعبي طبعا بيجي لك امراض بقي كثيره اللي هي سكر وضغط و كلام كثير كذا وفي نفس الوقت مش بتقدري انك انت تتحركي
236,332.327,337.028,بتنهجي من اقل شغل مثلا الاناميا عندك هتبوظ فهكذا يعني
237,338.357,339.848,اساسا الناس ما بتلعبش رياضه
238,351.018,352.267,مش قادرين ياخذوا نفس
239,354.258,354.758,حصل
240,355.399,356.079,فعلا
241,356.508,360.579,يحصل حصل وحصل وبيحصل يعني اه اه كل دا
242,361.309,367.149,طيب يوسف انت بتحب اي اكثر حاجه من ال اه من الرياضه تحب الكره القدم صح
243,372.288,372.938,ان شاء الله
